"what is being attach ? a rocket ",rocket,1
"what is being add ? rocket fuel ",rocket,1
"what is being launch ? rocket ",rocket,1
"what go into something ? satellite ",satellite,1
"where does something go ? into orbit ",orbit,1
"what does something go into ? orbit ",orbit,1
"where is something pack ? into a capsule ",capsule,1
"what is something pack into ? a capsule ",capsule,1
"what is load into something ? the satellite capsule ",capsule,1
"where is something load ? onto a rocket ",rocket,1
"what is something load into ? a rocket ",rocket,1
"what is launch into something ? the rocket ",rocket,1
"where is something launch ? into space ",space,1
"what is something launch into ? space ",space,1
"what is disperse into something ? spore ",spore,1
"where is something disperse ? into the air ",air,1
"what is something disperse into ? the air ",air,1
"what fall somewhere ? the spore ",spore,1
"where does something fall ? to the ground ",ground,1
"what does something fall to ? the ground ",ground,1
"what germinate ? the spore ",spore,1
"what begin to do something ? the spore ",spore,1
"what grow something ? the spore ",spore,1
"what produce something ? adult mushroom ",adult mushroom,1
"where is something being release ? into the air ",air,1
"how is something carry ? by the wind ",wind,1
"what is something carry by ? the wind ",wind,1
"where is something germinate ? into the soil ",soil,1
"what does something germinate into ? the soil ",soil,1
"what start doing something ? the mushroom ",mushroom,1
"what is grow ? the mushroom ",mushroom,1
"what produce something ? the adult mushroom ",adult mushroom,1
"what repeat something ? the adult mushroom ",adult mushroom,1
"what give up something ? a mushroom ",mushroom,1
"what does something give off ? gill line with basidia ",basidia,1
"what is line with something ? gill ",gill,1
"what is something line with ? basidia ",basidia,1
"what give up something ? the basidia ",basidia,1
"what does something give off ? spore ",spore,1
"what germinate ? the spore ",spore,1
"what create something ? the spore ",spore,1
"where does something form ? in the ground ",ground,1
"where does something shoot ? out of the ground ",ground,1
"what does something shoot into ? the ground ",ground,1
"what is form ? a mushroom cap ",mushroom,1
"what does something be ? a rain cloud ",rain cloud,1
"where does something be something ? in the sky ",sky,1
"what bump something ? small bit of ice within the cloud ",cloud,1
"where does something sink ? to the bottom of the cloud ",bottom of the cloud,1
"what does something sink to ? the bottom of the cloud ",bottom of the cloud,1
"where does something rise ? to the top ",top,1
"what does something rise to ? the top ",top,1
"where does something form ? inside a cloud ",cloud,1
"where does something cause something ? inside the cloud ",cloud,1
"what become something ? the cloud ",cloud,1
"what does something become ? a thundercloud ",thundercloud,1
"what is something attract to ? the negative energy in the cloud ",negative energy,1
"where is something attract to something ? in the cloud ",cloud,1
"where does something gather ? on the ground ",ground,1
"what does something gather on ? the ground ",ground,1
"what does something connect with ? the negative energy ",negative energy,1
"what decide to do something ? the dna strand of a cell ",dna strand,1
"what replicate ? the dna strand of a cell ",dna strand,1
"how does something form ? as the basis of a new dna strand ",dna strand,1
"what does something form as ? the basis of a new dna strand ",dna strand,1
"what replicate ? the cell ",cell,1
"what is initiate by something ? dna replication ",dna,1
"what is something initiate by ? protein ",protein,1
"what does something hold ? a strand of dna ",dna,1
"what is break ? the hydrogen bond that hold together a strand of dna ",dna,1
"what is form ? the new dna strand ",dna,1
"what seal something ? dna ligase ",dna,1
"where is something seal ? into two new strand ",new strand,1
"what does something seal something into ? two new strand ",new strand,1
"where is something put ? in a coal-fired steam station ",coal-fired steam station,1
"what is something put in ? a coal-fired steam station ",coal-fired steam station,1
"where is something put ? in the coal-fired steam station ",coal-fired steam station,1
"what is something put in ? pipe ",pipe,1
"where is something move ? into a boiler ",boiler,1
"what is something move into ? a boiler ",boiler,1
"where is something move ? through pipe in the boiler ",pipe in the boiler,1
"what is something move through ? pipe ",pipe,1
"how is something blow ? against a turn mechanism ",turn mechanism,1
"what is something blow on ? a turn mechanism ",turn mechanism,1
"where is something burn ? in a boiler ",boiler,1
"what is something burn in ? a boiler ",boiler,1
"where is something flow ? into a turbine ",turbine,1
"what is something flow into ? a turbine ",turbine,1
"what spin ? the turbine ",turbine,1
"what does someone dig ? a whole ",whole,1
"what does someone place ? a pumpkin seed ",pumpkin,1
"where does someone place something ? in the hole ",hole,1
"what does someone put ? some dirt ",dirt,1
"what will grow ? a vine ",vine,1
"what will flower ? the vine ",vine,1
"what will appear ? pumpkin ",pumpkin,1
"where is something being plant ? in soil ",soil,1
"what start to do something ? the plant ",plant,1
"what dry up ? the plant ",plant,1
"when does something mature ? 85-125 day after plant ",plant,1
"where is something being drive ? home ",home,1
"where is something being drive ? to you campsite ",campsite,1
"what is being drive on ? you campsite ",campsite,1
"what is being start ? a fire ",fire,1
"where is something being start ? in the fire pit ",fire pit,1
"where is something being cook ? in the fire ",fire,1
"what is being put ? the fire ",fire,1
"where does someone go ? to a wilderness area ",wilderness area,1
"what does someone go on ? a wilderness area ",wilderness area,1
"what does something set up ? a tent ",tent,1
"where does someone put something ? into the tent ",tent,1
"what does someone put something into ? the tent ",tent,1
"what does something gather ? firewood ",firewood,1
"what does something build ? a fire ",fire,1
"what does someone pack up ? you car ",car,1
"how does someone pack up something ? with food , tent , sleep bag , etc ",tent,1
"what does someone pack about ? food , tent , sleep bag , etc ",tent,1
"where is something being drive ? to you camping spot ",camping spot,1
"what is being drive on ? you camping spot ",camping spot,1
"what is being put ? you tent ",tent,1
"what is being make ? a campfire ",campfire,1
"where is someone go ? to sleep in the tent ",tent,1
"where is someone sleep ? in the tent ",tent,1
"what is being begin ? the party ",party,1
"what is being bring ? the cake ",cake,1
"what is being eat ? the cake ",cake,1
"what does something become ? a red giant ",red giant,1
"what does something become ? a nebula ",nebula,1
"what does something become ? a dwarf star ",dwarf star,1
"what burn somewhere ? a star ",star,1
"where does something burn ? in space ",space,1
"what collapse ? the core of the star ",core,1
"what is left ? the core ",core,1
"what burn something ? a red giant ",red giant,1
"what can not fuse something ? the red giant ",red giant,1
"what remain ? the inner core ",inner core,1
"what is know as something ? this inner core ",inner core,1
"what contain something ? the vaccine ",vaccine,1
"what react to something ? the body 's immune system ",immune system,1
"what create something ? the immune system ",immune system,1
"what does something create ? antibody ",antibody,1
"what fight something ? antibody ",antibody,1
"what remain somewhere ? the antibody ",antibody,1
"where does something remain ? in the body ",body,1
"what be something ? the antibody ",antibody,1
"what fight something ? the antibody ",antibody,1
"what wash into something ? water from the ocean ",ocean,1
"where does something wash ? onto beach ",beach,1
"how does something wash into something ? in wave ",wave,1
"what contain something ? the wave ",wave,1
"where does something contain something from ? from the ocean ",ocean,1
"what does something hit ? rock and sand ",rock,1
"where does something hit something ? on the beach ",beach,1
"what come into something ? tiny part of the rock on the shore ",shore,1
"where does something come ? off the larger rock ",rock,1
"what does something come into ? the larger rock ",rock,1
"what pick up something ? the wave ",wave,1
"what does something pick up ? sand and small rock ",rock,1
"where does something pick up something ? from the beach ",beach,1
"where does something pick something ? the beach ",beach,1
"what go somewhere ? the wave ",wave,1
"where does something go ? back out into the ocean ",ocean,1
"what carry something ? the wave ",wave,1
"what look ? rock and the beach ",beach,1
"what does something V from ? ocean ",ocean,1
"what move ? techtonic plate ",techtonic plate,1
"where does something move ? in the earths crust ",earths crust,1
"what does something create ? fissure ",fissure,1
"noquestion upheaval in the crust . ",crust,1
"what allow something ? fissure ",fissure,1
"what does something allow ? lava to erupt into volcano at the surface ",surface,1
"where does something allow something ? at the surface ",surface,1
"where is something erupt ? into volcano ",volcano,1
"what does something erupt into ? volcano ",volcano,1
"where does something erupt into something ? at the surface ",surface,1
"what erupt ? volcano ",volcano,1
"what accumulate something ? volcano ",volcano,1
"what form something ? volcano ",volcano,1
"what become something ? upheaval in the crust ",crust,1
"where does something happen ? underground ",underground,1
"where is something form ? in the earth 's crust ",earth 's crust,1
"what is something form in ? the earth 's crust ",earth 's crust,1
"how does something push ? against each other ",against each other,1
"what move somewhere ? some part of the earth 's crust ",earth 's crust,1
"where does something move ? up high above the ground ",high above the ground,1
"where does something move up ? high above the ground ",high above the ground,1
"what produce something ? a plant ",plant,1
"where does something fall ? to the ground ",ground,1
"what does something fall to ? the ground ",ground,1
"what grow ? a plant ",plant,1
"what produce something ? the plant ",plant,1
"what does something produce ? flower ",flower,1
"what produce something ? the flower ",flower,1
"where does something be ? in soil ",soil,1
"what grow something ? the plant ",plant,1
"what grow ? the plant ",plant,1
"where does something grow ? out of the ground ",ground,1
"what does something grow into ? the ground ",ground,1
"what get something ? the plant ",plant,1
"what is plant ? flower ",flower,1
"what flower something ? the plant ",plant,1
"what produce something ? the flower ",flower,1
"what does something produce ? fruit ",fruit,1
"what release something ? the fruit ",fruit,1
"what die ? the plant ",plant,1
"what does something enter ? the leaf ",leaf,1
"where does something enter something ? through the stomate ",stomate,1
"how is something absorb ? by the plant ",plant,1
"what is something absorb by ? the plant ",plant,1
"where is something transport ? to the leaf ",leaf,1
"what is something transport to ? the leaf ",leaf,1
"what is capture ? sunlight ",sunlight,1
"how is something capture ? by the plant ",plant,1
"what is something capture by ? the plant ",plant,1
"what is make ? energy in the form of atp ",atp,1
"what is something make from ? the sun 's energy ",sun,1
"what sugar something ? carbon dioxide , water , and atp ",atp,1
"what does something leave ? the leaf ",leaf,1
"where does something leave something ? through the stomate ",stomate,1
"what does something leave ? the leaf ",leaf,1
"what can be use ? the sugar ",sugar,1
"what can something be use by ? the plant ",plant,1
"what make something ? the sugar ",sugar,1
"where does something float ? up from the ocean ",ocean,1
"what does something float from ? the ocean ",ocean,1
"what is create ? a pocket of low pressure air ",air,1
"where is something create ? near the surface of the ocean ",near the surface of the ocean,1
"what push into something ? warm air from outside area ",outside area,1
"where does something push ? into the low pressure area ",low pressure area,1
"what does something push into ? the low pressure area ",low pressure area,1
"what keep doing something ? the warm air ",air,1
"what is rise ? the warm air ",air,1
"what form something ? the warm air ",air,1
"what does something form ? cloud ",cloud,1
"what is get something ? the wind ",wind,1
"what is something get ? feed moisture that evaporate from the ocean ",ocean,1
"what is feed ? the wind ",wind,1
"where does something evaporate ? from the ocean ",ocean,1
"what does something evaporate from ? the ocean ",ocean,1
"what does something cause ? the swirl air and cloud to grow bigger ",swirl air and cloud,1
"what is swirl ? air and cloud ",cloud,1
"what grow ? the swirl air and cloud ",swirl air and cloud,1
"what rotate ? the wind ",wind,1
"what does something V from ? outside area ",outside area,1
"what start ? a hurricane ",hurricane,1
"how does something start ? as a organize thunderstorm activity ",thunderstorm,1
"what does something start as ? a organize thunderstorm activity ",thunderstorm,1
"what is organize ? thunderstorm activity ",thunderstorm,1
"what stretch ? a organize thunderstorm activity ",thunderstorm,1
"what maintain something ? a organize thunderstorm activity ",thunderstorm,1
"what can something start to do ? to spin around a low-pressure center ",around a low-pressure center,1
"where does something spin ? around a low-pressure center ",around a low-pressure center,1
"what does something spin through ? a low-pressure center ",low-pressure center,1
"what is something dub ? a tropical storm ",tropical storm,1
"what does something be ? a hurricane ",hurricane,1
"what form ? thunderstorm ",thunderstorm,1
"where does something form ? over the ocean ",ocean,1
"what cause something ? a area of low pressure ",area of low pressure,1
"what come somewhere ? several thunderstorm ",thunderstorm,1
"what is feed by something ? the storm ",storm,1
"how is something feed ? by rise air from warm ocean water evaporate ",ocean,1
"what is something feed by ? rise air from warm ocean water evaporate ",ocean,1
"what is evaporate ? rise air from warm ocean water ",ocean,1
"what is consider something ? the storm ",storm,1
"what is something consider ? a hurricane ",hurricane,1
"what does something V from ? warm ocean water ",ocean,1
"what trap something ? chloroplast ",chloroplast,1
"where does something trap something ? in the leaf of the plant ",plant,1
"where does something trap something from ? from the sun ",sun,1
"what does something trap something from ? the sun ",sun,1
"what absorb something ? the root ",root,1
"where does something absorb something from ? from the soil ",soil,1
"what does something absorb something from ? the soil ",soil,1
"where does something flow ? from the stem into the leaf ",leaf,1
"what does something flow from ? the stem ",stem,1
"where does something flow from something ? into the leaf ",leaf,1
"what does something enter ? the leaf ",leaf,1
"what does something be ? what the plant eat ",plant,1
"what eat something ? the plant ",plant,1
"where does something go ? out of the leaf ",leaf,1
"what does something go into ? the leaf ",leaf,1
"how does something go ? through the stomata ",stomata,1
"what secure something ? bee ",bee,1
"what will begin to do something ? bee ",bee,1
"what chew ? bee ",bee,1
"what become something ? bee ",bee,1
"where is something be store ? inside of a honeycomb ",honeycomb,1
"what continue doing something ? worker bee ",bee,1
"what chew ? worker bee ",bee,1
"what is soften something ? worker bee ",bee,1
"what is make ? the hive ",hive,1
"what does something make ? the hive bigger and bigger ",hive,1
"what will house something ? the bee ",bee,1
"where will something house something ? within the honeycomb 's cell ",honeycomb 's cell,1
"what go somewhere ? bee ",bee,1
"where does something go ? out ",out,1
"what gather something ? bee ",bee,1
"what does something be ? the building block of they bee hive ",hive,1
"what make something ? bee ",bee,1
"how does someone use something ? as a binding to hold they hive together ",hive,1
"how is something call something ? as a binding to hold they hive together ",hive,1
"what is being hold ? they hive ",hive,1
"what produce something ? bee ",bee,1
"why does something produce something ? to build they hive in they own body ",hive,1
"what block something ? bee ",bee,1
"what does something block ? they hive ",hive,1
"what find something ? bee ",bee,1
"what does something find ? a place for the hive ",hive,1
"what gather something ? bee ",bee,1
"where does something gather something ? from flower ",flower,1
"what does something gather something from ? flower ",flower,1
"what evaporate something ? the bee ",bee,1
"what pass something ? the bee ",bee,1
"what chew something ? the bee ",bee,1
"what does something form ? the hive ",hive,1
"what have been adapt ? owl ",owl,1
"who sit somewhere ? owl ",owl,1
"where does someone sit ? at high point in tree ",high point in tree,1
"who look somewhere ? owl ",owl,1
"what spot something ? a owl ",owl,1
"who track something ? a owl ",owl,1
"what swoop somewhere ? the owl ",owl,1
"how does something swoop ? down ",down,1
"what grab something ? the owl ",owl,1
"how does something grab something ? with they tallon ",tallon,1
"what does something grab something with ? they tallon ",tallon,1
"what use something ? the owl ",owl,1
"what does something use ? they beak ",beak,1
"what eat something ? the owl ",owl,1
"where does someone sit ? still on a perch ",perch,1
"how is something grab ? with its talon and beak ",talon and beak,1
"what is something grab with ? its talon and beak ",talon and beak,1
"where does something carry something ? back to its perch ",perch,1
"what does something leave ? he nest ",nest,1
"where does something fly ? out into the night ",night,1
"how does something look ? down ",down,1
"where does something look ? down at the ground ",ground,1
"what allow something ? the owl keen eyesight ",eyesight,1
"what allow something ? the owl sensitive hearing ",hearing,1
"how does something swoop ? down ",down,1
"where does something catch something ? in he talon ",talon,1
"what start ? a forest fire ",forest,1
"what does something surround ? the vicinity ",vicinity,1
"what does something have ? they habitat destroy ",habitat,1
"what does someone find ? a new habitat ",new habitat,1
"what start ? a forest fire ",forest,1
"what burn something ? forest fire ",forest,1
"what does something burn ? forest ",forest,1
"where is someone live ? in the forest ",forest,1
"what have something ? the animal living in the forest ",forest,1
"what comprise something ? solar panel ",solar panel,1
"what does something comprise ? many , smaller unit call photovoltaic cell ",photovoltaic cell,1
"what is something call ? photovoltaic cell ",photovoltaic cell,1
"what does something mean ? they convert sunlight into electricity ",sunlight,1
"what does something convert ? sunlight ",sunlight,1
"what does something make up ? a solar panel ",solar panel,1
"what is make of something ? each photovoltaic cell ",photovoltaic cell,1
"where does something add up something ? at the junction between the silicon layer ",junction between the silicon layer,1
"what knock something ? a photon of sunlight ",sunlight,1
"when will something push something ? when a photon of sunlight knock a electron free ",sunlight,1
"what is force ? magma ",magma,1
"where is something force ? to the surface ",surface,1
"what is something force to ? the surface ",surface,1
"what form something ? magma ",magma,1
"what does something form ? a volcano ",volcano,1
"what is create with something ? a photovoltaic cell ",photovoltaic cell,1
"what have something ? the nucleus of some atom ",nucleus,1
"what does something have ? too few or too many neutron ",neutron,1
"what become something ? the atom ",atom,1
"what does something become ? unstable ",unstable,1
"what is split ? the atom ",atom,1
"when is something release ? in alpha decay ",decay,1
"what is release ? two proton and two neutron ",neutron,1
"where is something release ? from the atom ",atom,1
"what is something release from ? the atom ",atom,1
"where does something change into something ? in beta decay ",decay,1
"what change into something ? a neutron ",neutron,1
"what does something join ? the nucleus of the atom ",nucleus,1
"what die ? plant and animal ",plant and animal,1
"where is something bury ? under layer of soil ",layer of soil,1
"what is something bury through ? layer of soil ",layer of soil,1
"what liquefy ? the remains ",remains,1
"where does something accumulate ? on the bottom of ocean , riverbed or swamp ","bottom of ocean , riverbed or swamp",1
"what pile ? more sediment ",sediment,1
"what does something transform ? the organic layer ",organic layer,1
"what does something transform something into ? a dark and waxy substance know as kerogen ",kerogen,1
"what is something know as ? kerogen ",kerogen,1
"what crack ? the kerogen molecule ",molecule,1
"what break up something ? the molecule ",molecule,1
"what does something break into ? shorter and lighter molecule ",molecule,1
"what is compose of something ? shorter and lighter molecule ",molecule,1
"what will something turn into ? either petroleum or natural gas ",petroleum or natural gas,1
"where is something live ? in the sea ",sea,1
"where does something die ? in the sea ",sea,1
"where does something form ? on the sea floor ",sea floor,1
"what does something form on ? the sea floor ",sea floor,1
"what begin to do something ? a enzyme in saliva ",saliva,1
"what break up something ? a enzyme in saliva ",saliva,1
"where was something pass ? into large intestine ",large intestine,1
"what was something pass into ? large intestine ",large intestine,1
"why was something pass somewhere ? to become fecal matter ",fecal matter,1
"what does something become ? fecal matter ",fecal matter,1
"what is squeeze ? food ",food,1
"where is something squeeze ? down the esophagus ",esophagus,1
"what is something squeeze into ? the esophagus ",esophagus,1
"what break something ? acid and enzyme in the stomach ",stomach,1
"where does something break something ? in the stomach ",stomach,1
"what does something break ? the food ",food,1
"what is pump into something ? food ",food,1
"where is something pump ? into small intestine ",small intestine,1
"what is something pump into ? small intestine ",small intestine,1
"where was something pump ? into small intestine ",small intestine,1
"what is something pump into ? small intestine ",small intestine,1
"what is something help do ? break food into smallest molecule ",food,1
"where does something pass ? through wall of small intestine ",small intestine,1
"what does something pass through ? wall of small intestine ",small intestine,1
"where is something absorb ? into blood stream ",blood stream,1
"what is something absorb into ? blood stream ",blood stream,1
"what cause something ? movement of tectonic plate ",tectonic plate,1
"what does something cause ? the creation of volcano ",volcano,1
"what erupt ? these volcano ",volcano,1
"what is form ? volcanic mountain ",volcanic mountain,1
"where is something form ? from the eruption ",eruption,1
"what is something form from ? the eruption ",eruption,1
"what crash into something ? tectonic plate ",tectonic plate,1
"how does something crash ? into one another ",into one another,1
"what does something form ? fold mountain ",fold mountain,1
"what is raise ? fault block ",fault block,1
"what form something ? fault block ",fault block,1
"what pull something ? the gravity of the sun ",sun,1
"what does something be ? a lot of pressure on the sun ",sun,1
"where does something travel ? to the earth ",earth,1
"what does something travel to ? the earth ",earth,1
"what become something ? the chromosome ",chromosome,1
"where does something move ? to opposite pole of the cell ",opposite pole of the cell,1
"what does something move on ? opposite pole of the cell ",opposite pole of the cell,1
"what become something ? the chromosome ",chromosome,1
"where does something move ? to opposite pole of the cell ",opposite pole of the cell,1
"what does something move on ? opposite pole of the cell ",opposite pole of the cell,1
"what become something ? the chromosome ",chromosome,1
"where does something become something ? at they centromere ",centromere,1
"what is connect to something ? the chromosome ",chromosome,1
